cpf;indices
413.790.865-66;63094
413.792.085-05;89581
413.796.205-70;55863
413.796.528-55;68127
413.802.795-50;89249
413.850.976-39;76247
413.852.609-98;5864
413.856.072-62;28149
413.857.029-23;34877
413.857.926-55;47975
413.859.062-51;19053
413.859.072-23;25860
413.860.729-31;72871
413.862.905-05;18654
413.865.702-90;84560
413.869.075-10;79105
413.869.275-46;27170
413.872.905-41;6162
413.876.920-03;83607
413.879.250-32;85678
413.890.725-41;49383
413.892.567-82;13123
413.902.567-07;9228
413.905.786-66;20002
413.905.862-51;66856
413.906.758-66;12751
413.907.268-78;41899
413.907.856-10;1008
413.908.527-41;11584
413.925.870-50;46393
413.926.078-50;56530
413.952.768-46;39253
413.956.872-00;1073
413.957.608-10;85054
413.957.682-00;30086
413.957.860-20;37018
413.958.027-50;86462
413.960.257-07;6016
413.960.578-20;12412
413.962.705-07;18351
413.967.085-10;40606
413.968.025-33;95980
413.968.075-00;11694
413.968.752-55;10256
413.972.508-79;56048
413.976.058-39;16980
413.978.256-00;40659
413.978.620-50;39724
413.980.527-79;58429
413.985.762-55;6104
413.987.065-66;22649
413.987.206-31;53231
413.987.256-09;23095
413.987.560-75;51078
415.023.897-97;77144
415.026.897-58;54703
415.027.869-58;36160
415.028.793-79;63112
415.029.683-98;15685
415.029.687-11;59231
415.029.738-04;65122
415.032.698-33;92926
415.036.297-16;59019
415.036.729-99;1348
415.036.872-44;80011
415.038.269-70;1695
415.038.276-07;52129
415.038.679-00;23429
415.038.692-70;36997
415.039.276-52;57806
415.039.687-66;43424
415.067.293-80;85145
415.068.739-01;50680
415.068.927-01;61341
415.072.368-08;86120
415.073.296-52;29382
415.073.869-66;69942
415.079.328-04;36886
415.082.937-32;80146
415.083.926-33;81925
415.089.273-32;18690
415.092.873-88;13839
415.093.627-70;35754
415.093.687-01;91518
415.208.397-23;81140
415.208.637-80;35370
415.209.768-01;28699
415.236.708-35;48934
415.237.680-53;78517
415.237.860-35;99302
415.238.706-80;57716
415.239.068-98;99889
415.239.867-19;45072
415.260.387-90;77393
415.263.098-15;12032
415.263.809-51;7152
415.263.978-46;50476
415.267.098-30;29596
415.269.378-91;40210
415.273.098-60;93269
415.276.809-67;61070
415.279.368-64;74847
415.289.063-06;64189
415.293.607-06;53369
415.296.087-67;42668
415.297.630-61;69495
415.302.876-26;15112
415.306.798-93;91448
415.306.928-06;71565
415.306.982-51;20290
415.309.876-01;81923
415.320.678-44;89906
415.326.087-80;63701
415.360.287-62;47036
415.360.289-24;91613
415.360.829-70;49659
415.369.720-61;24562,61222
415.369.802-42;31050
415.380.729-04;42700
415.380.796-66;5106
415.389.207-60;24200
415.389.602-06;79656
415.390.726-06;89774
415.397.086-75;69368
415.602.398-24;47469
415.608.293-89;42541
415.608.927-49;45582
415.609.372-70;25820
415.630.987-84;30379,58774
415.632.089-89;51643
415.637.098-48;25057
415.637.298-73;27887
415.637.890-00;49333
415.638.209-51;16803
415.639.270-80;33588
415.672.398-46;55722
415.673.802-71;45798
415.679.032-07;97729
415.682.079-30;24981
415.683.709-20;12164
415.690.782-11;75506
415.690.873-93;12382
415.692.708-30;1421
415.692.870-58;12384
415.692.873-09;39387
415.693.270-25;92346
415.697.032-99;24066
415.697.832-09;88908
415.702.983-60;22914
415.703.286-17;99143
415.703.692-16;99708
415.708.392-04;6228
415.709.286-49;37926
415.720.689-49;51686
415.720.896-01;20909
415.723.860-53;47617
415.730.826-35;28934
415.732.860-44;72772
415.736.209-80;40847
415.739.608-10;12151
415.769.802-94;97636
415.769.820-76;74426
415.780.963-75;29879
415.782.039-88;89145
415.789.302-60;94043
415.789.630-01;74580
415.792.803-23;19808
415.806.923-89;83239
415.809.273-60;61733
415.820.376-71;39778
415.820.673-17;47482
415.826.073-62;63480
415.826.079-58;83050
415.829.073-23;41248
415.832.609-51;5271
415.839.067-20;67697
415.862.073-26;49507
415.862.097-01;10394
415.867.930-39;65294
415.870.296-85;57757
415.872.093-14;12631
415.873.962-46;17775
415.879.362-91;79675
415.890.237-14;62646
415.897.326-00;85427
415.897.360-01;39364
415.906.723-99;79468
415.907.823-05;40736
415.908.267-01;91951
415.920.386-89;33087
415.927.608-30;95797
415.930.627-61;65148
415.930.682-98;94020
415.936.078-57;78783
415.936.870-01;67872
415.937.280-50;52132
415.960.732-25;32305
415.962.073-61;48796
415.962.703-06;84230
415.962.870-20;8553
415.963.078-20;32216
415.968.732-64;29715
415.973.820-60;89199
415.980.672-49;90438
415.982.360-24;13469
415.982.607-58;88072
415.983.720-41;49172
416.023.785-17;4301
416.027.359-99;45252
416.028.935-51;99607
416.038.972-40;74012
416.052.379-06;49006
416.052.879-11;13427
416.073.259-34;32321
416.073.852-44;8511
416.073.859-10;1219
416.075.928-94;92257
416.079.328-22;64423
416.079.532-34;97800
416.082.397-13;42158
416.082.539-70;77920
416.082.739-03;9515
416.083.927-40;71065
416.085.397-84;98122
416.089.375-93;90801
416.095.823-06;37795
416.095.873-75;56266
416.097.852-58;68831
416.203.578-44;11581
416.208.375-44;39567
416.208.735-08;84526
416.209.378-40;27828
416.230.789-03;34179
416.235.089-24;16
416.250.379-61;44204
416.257.890-76;27112
416.259.087-76;92596
416.270.389-22;17980
416.273.059-80;26398
416.273.809-22;19300
416.275.308-35;99792
416.279.530-43;4635
416.280.357-90;29397
416.280.537-71;28102
416.280.759-02;73993
416.285.379-73;14673
416.287.953-28;64062
416.289.507-49;73654
416.297.350-43;43618
416.298.750-58;9910
416.302.789-04;91660
416.302.897-87;5610
416.302.985-06;51069
416.307.295-07;38653
416.307.892-40;50600
416.308.975-66;85734
416.309.582-98;17103
416.327.850-80;40629
416.329.807-03;15187
416.350.829-51;92901
416.357.290-25;89926
416.358.270-35;30953
416.372.058-80;42227
416.375.928-09;92307
416.378.502-71;94496
416.380.259-24;90644
416.380.297-50;98210
416.385.072-44;18248
416.385.792-37;2664
416.387.592-19;6002
416.389.502-70;6539
416.390.275-99;81096
416.502.937-80;99725
416.508.237-62;37490
416.538.029-60;89500
416.538.270-17;34197
416.573.280-07;27444
416.578.239-46;96399
416.578.390-01;93710
416.587.029-30;49366
416.587.039-01;16469
416.593.082-24;20551
416.593.087-39;58278
416.593.270-16;44536
416.597.382-37;17928
416.598.327-64;66492
416.702.935-99;56428
416.705.239-34;12279
416.708.932-78;66989
416.709.285-94;68991
416.709.853-93;74430
416.720.839-31;78500
416.723.589-73;40946
416.723.905-16;3112
416.723.985-09;99899
416.725.308-90;71139
416.725.980-01;26440
416.728.950-49;13749
416.735.029-70;80743
416.739.520-70;68591
416.739.825-73;44155
416.758.039-00;83943
416.759.023-99;2577
416.780.329-13;681
416.782.095-11;31126
416.783.905-93;38582
416.790.235-43;52264
416.792.308-40;97473
416.795.028-67;86756
416.795.032-43;17212
416.795.380-39;72749
416.795.823-64;1192
416.807.329-78;10687
416.807.925-20;46322
416.827.509-49;53131
416.829.053-06;87003
416.829.307-69;449
416.829.357-28;82786
416.829.537-00;71570
416.829.570-20;31775
416.832.057-07;98969
416.832.709-40;74597
416.835.029-06;50047
416.839.275-91;95659
416.852.309-89;53952
416.870.935-39;64833
416.875.029-94;10517
416.879.052-58;2588
416.895.203-70;24678
416.895.720-94;50791
416.902.387-04;6579
416.903.782-04;42537
416.903.857-66;98430
416.905.783-00;66304
416.905.873-93;93254
416.907.253-70;71038
416.925.708-11;66020
416.930.587-66;11763
416.937.205-07;66446
416.938.207-22;10556
416.953.720-34;40618
416.973.025-99;5676
416.975.032-25;57209
416.978.350-66;66658
416.985.723-28;52197
417.023.895-88;79525
417.025.398-14;50155
417.026.358-80;79553
417.026.893-87;91254
417.026.983-78;67895,94084
417.028.965-01;2344
417.036.528-35;53063
417.039.862-96;62577
417.052.638-44;64446
417.052.698-85;26387
417.056.293-34;3723
417.062.983-31;43115
417.063.892-13;79763
417.065.328-90;76914
417.068.539-39;90510
417.069.238-13;38315
417.085.296-67;40246
417.086.935-48;59589
417.092.568-85;43750
417.095.638-93;18269
417.098.652-02;39846
417.203.695-34;8886
417.206.935-52;64357
417.230.659-43;30780
417.235.608-71;2445
417.236.809-31;94115
417.236.905-70;97300
417.236.950-25;24510
417.236.985-55;50820
417.253.698-00;73494
417.256.893-91;84260
417.259.086-11;5140
417.259.368-28;26020
417.259.608-85;40627
417.263.058-80;51848
417.263.509-16;28695
417.263.580-62;40471
417.263.598-91;61437
417.263.905-43;90199
417.268.039-96;26386
417.280.935-97;29119
417.283.059-50;46403,80232
417.285.369-28;63556
417.289.536-00;86694
417.290.583-88;68054
417.293.560-52;55280
417.293.586-91;61650
417.293.860-40;64546
417.295.306-99;45723
417.305.289-88;53713
417.305.689-39;42796
417.309.268-78;81192
417.325.086-07;41709
417.328.690-22;23423
417.329.058-60;55450
417.350.928-60;56491
417.352.086-71;27244
417.358.960-39;71302
417.360.982-50;1685
417.365.809-57;67342
417.369.250-16;36801
417.369.520-99;36531,37092
417.380.529-23;1394
417.382.569-28;37327
417.395.802-14;27624
417.396.502-80;49614
417.509.826-76;85104
417.523.860-35;24227
417.523.986-37;75241
417.526.039-07;84223
417.528.390-05;40221
417.528.603-90;35584
417.538.920-23;1231
417.560.923-70;95742
417.562.398-19;91031
417.562.839-82;5484
417.568.039-00;50347
417.568.902-85;31520
417.569.038-75;85781
417.583.062-62;45081
417.586.290-02;83233
417.593.068-00;64633
417.598.236-19;40096
417.609.285-85;39886
417.620.853-80;3141
417.623.085-17;71242
417.629.580-58;1425
417.630.859-10;23844
417.632.089-31;63070
417.653.809-01;13169
417.680.239-13;41782
417.683.295-91;52077
417.685.309-39;78541
417.690.358-93;48530
417.692.830-13;50039
417.693.082-96;99248
417.693.258-91;779
417.693.802-13;34367
417.695.082-01;68498
417.695.382-91;7769
417.803.526-62;32738
417.806.395-20;77344
417.823.560-53;74319
417.823.950-32;31164
417.826.390-04;73124
417.829.036-31;86642
417.829.056-85;81902
417.830.695-20;66619
417.836.029-96;50050
417.839.502-50;18890
417.839.602-13;78624
417.850.692-76;27043
417.856.329-73;97807
417.862.390-78;75180
417.865.039-48;35740
417.865.903-01;10532
417.869.053-10;90715
417.890.653-48;35598
417.892.365-09;44121
417.895.026-67;99980
417.895.362-19;91573
417.902.683-03;18385
417.905.268-76;90881
417.906.825-76;75354
417.920.835-05;41017
417.935.206-07;810
417.938.025-05;33878
417.950.328-04;37868
417.950.632-70;72212
417.952.360-43;70499
417.963.280-22;94562
417.965.823-28;6585
417.983.256-91;50910
418.025.976-11;15848
418.026.397-13;7059
418.032.695-70;37071
418.032.975-14;83794
418.039.526-60;92548
418.052.637-90;43372
418.052.793-60;9499
418.053.697-84;50016
418.053.976-48;6697
418.057.326-17;33833
418.059.637-75;63539
418.062.573-35;32682
418.063.725-17;89767
418.067.953-10;99785
418.069.752-11;17319
418.072.569-01;21600
418.075.639-01;29353
418.095.362-51;15506
418.095.673-00;99381
418.095.723-04;71144
418.205.973-50;22508
418.206.539-51;20553
418.239.065-24;26198
418.250.973-05;65150
418.267.593-28;70127
418.273.095-04;83127
418.273.650-80;44077
418.296.037-87;72181
418.297.063-22;18043
418.305.269-60;27046
418.305.962-33;98426
418.306.579-84;10613
418.306.957-20;29850
418.307.692-78;37286
418.320.569-70;51853
418.326.759-55;72430
418.326.970-96;45130
418.327.609-87;52173
418.329.075-97;78540
418.329.760-50;7491
418.350.926-24;88658
418.352.906-98;58640
418.352.976-09;82224
418.356.290-24;27251
418.356.902-89;63460
418.357.690-39;98653
418.357.902-32;3678
418.362.795-82;50567
418.365.720-26;72292
418.369.257-19;34417
418.369.570-84;29741
418.370.596-75;4719
418.379.056-57;88593
418.390.275-41;44702
418.390.725-04;96751
418.392.507-04;37524
418.396.720-13;70521
418.503.692-24;78690
418.507.326-71;18754
418.520.367-53;38797
418.520.397-79;49474
418.526.037-71;83515
418.529.076-49;79308
418.529.370-41;47614
418.532.709-97;42880
418.532.907-50;8289
418.537.962-55;43940
418.539.720-88;52706
418.560.972-85;9706
418.563.207-07;71066
418.567.309-48;80843
418.567.320-53;68829
418.576.932-64;4918
418.579.320-05;56007
418.579.602-11;54995
418.590.237-97;85047
418.590.673-01;64129
418.596.023-98;74628
418.596.302-51;31596
418.602.539-89;91189
418.605.372-35;75903
418.605.739-75;57324
418.607.523-90;62129
418.607.952-85;83836
418.609.257-58;6562
418.620.375-07;87677
418.623.709-31;80654
418.625.903-89;22498
418.629.375-91;85253
418.632.957-55;51391
418.639.057-66;15478
418.652.309-60;31601
418.673.920-03;4193
418.692.735-91;12841
418.693.072-40;55530,70068
418.693.207-78;93590
418.709.256-02;3524
418.720.396-69;80727
418.720.963-87;45731
418.723.605-80;49534
418.723.659-73;93308
418.723.905-79;43932
418.729.650-67;86327
418.730.562-90;62769
418.730.952-79;12104
418.735.602-90;30828
418.736.092-13;28816
418.736.290-87;43647
418.739.562-82;45901
418.753.692-28;58175
418.753.920-41;47782
418.759.023-41;68283
418.759.032-32;2015
418.759.036-66;88683
418.760.529-02;19405
418.795.063-00;78868
418.902.576-30;66852
418.902.653-06;96065
418.905.623-51;21169
418.920.765-94;17314
418.927.065-20;69464
418.927.635-91;15881
418.930.526-05;23460
418.930.762-96;30115
418.932.750-60;48905
418.935.027-32;34194
418.952.036-51;71272
418.957.263-28;55457,67121
418.963.752-19;67219
418.965.230-05;5392
418.967.523-73;83561
418.972.036-40;14148
419.036.587-48;66505
419.038.672-31;74879
419.053.278-97;61907
419.056.278-58;84010
419.057.628-01;90113
419.063.852-89;19707
419.067.258-02;20457
419.068.375-20;62012
419.068.725-11;66811
419.072.836-50;76362,94719
419.073.268-04;90014
419.073.528-05;49565
419.075.368-84;46999
419.075.382-32;74576
419.078.326-96;32107
419.082.375-97;58931
419.082.736-31;96033
419.086.257-67;19151
419.203.567-70;46306
419.205.386-15;93026
419.205.687-94;31042
419.208.763-40;97560
419.230.867-31;20889
419.236.857-91;84676
419.238.056-06;25146
419.250.367-07;32590
419.256.837-37;77177
419.258.037-32;55387
419.258.607-01;21330
419.260.573-25;27584
419.260.758-11;35962
419.267.503-06;36185
419.275.386-37;79667
419.276.385-00;70481
419.276.830-50;20485
419.283.065-51;2762
419.286.370-78;61688
419.305.872-79;21770
419.306.275-99;7687
419.306.752-16;74017
419.320.567-34;4798
419.320.685-89;13046
419.320.867-22;35221
419.327.056-43;85630
419.357.860-75;19965
419.360.857-39;88736
419.365.702-70;36324
419.365.870-84;78263
419.372.605-34;40407
419.375.028-05;35127
419.375.608-48;89608
419.376.258-00;47281
419.378.265-46;16780
419.382.705-41;84633
419.385.076-57;43158
419.385.720-41;5937
419.387.026-03;47350
419.503.286-51;25141
419.506.728-67;36508
419.507.238-79;93306
419.523.780-79;79742
419.530.276-52;93092
419.532.086-06;17471
419.532.780-60;54952
419.537.826-55;47441
419.538.027-88;97955
419.567.238-46;48520
419.568.327-00;15332
419.570.632-70;35534
419.570.823-05;64541
419.572.038-97;49927
419.572.308-60;14859
419.576.830-66;19754
419.580.273-32;35756
419.580.732-88;26269
419.582.376-55;26152
419.582.673-09;37307
419.583.607-75;98515
419.583.762-64;7497
419.587.602-85;30279
419.602.537-43;84915
419.602.738-50;32313
419.602.758-01;18187
419.602.783-04;6400
419.603.527-25;10226
419.603.728-31;47175
419.608.257-20;80339
419.623.580-89;51104
419.625.830-15;19262
419.635.270-70;32970
419.638.052-24;23357
419.652.738-82;8608
419.652.837-64;65119
419.657.832-28;65052
419.670.352-61;42908
419.672.835-91;2970
419.680.327-03;88527
419.682.053-06;56931
419.682.357-28;84216
419.687.205-02;17063
419.705.326-61;56556
419.706.583-39;4991
419.708.523-05;38157
419.720.358-60;74169
419.720.853-79;982
419.723.586-00;28315
419.725.068-11;47242
419.725.638-82;89714
419.726.358-91;7329
419.726.538-73;54307
419.730.658-00;69345
419.732.658-00;46738
419.735.026-07;68023
419.735.806-75;28516
419.750.623-61;77798
419.753.260-16;11224
419.756.380-93;90367
419.758.230-79;87579
419.760.825-01;17390
419.763.258-46;56859
419.763.520-61;76811
419.763.802-78;52512
419.768.053-84;55202
419.803.752-32;23239
419.805.723-05;12158
419.823.560-06;6408
419.825.063-42;95111
419.832.705-04;32080
419.836.052-98;6336
419.836.702-78;4758
419.837.026-50;44583
419.837.062-13;21554
419.852.670-20;63151
419.852.703-23;33070
419.853.620-15;397
419.856.207-58;1904
419.857.203-88;80139
419.862.503-42;23875
419.863.270-78;34896
419.865.203-15;83886
419.865.732-73;66342
419.867.235-00;13806
419.873.065-20;2034
419.875.036-00;16186
419.875.263-09;67629
419.875.630-93;93687
420.136.589-15;28939
420.136.879-31;81318
420.138.765-80;3426
420.159.367-34;37079
420.167.539-43;54381
420.173.569-99;18776
420.173.659-80;76115
420.176.359-52;9576,53955,87743
420.179.853-41;1337
420.179.863-13;65659
420.187.953-41;27995
420.193.756-99;32523
420.196.358-60;15343
420.196.753-07;31394
420.316.875-90;70402
420.317.856-80;44265
420.357.168-53;65239
420.357.981-32;70168
420.358.761-17;22264
420.361.987-40;76131
420.365.791-16;81409
420.365.798-92;43778
420.365.918-33;26007
420.368.157-07;6169
420.375.198-50;63924
420.376.951-52;56830
420.379.586-92;85313
420.379.865-56;81610
420.381.957-14;89111
420.386.197-78;2868
420.387.561-71;8273
420.389.175-23;85747
420.391.687-96;97617
420.395.618-89;51624
420.396.715-52;19455
420.398.567-65;99923
420.513.769-99;16071
420.513.897-05;17662
420.517.839-50;28694
420.517.936-70;26041
420.518.736-07;86060
420.537.869-65;46499
420.537.961-70;43439
420.538.976-00;29546
420.563.897-38;92623
420.568.193-33;74334
420.569.713-99;26892
420.569.813-51;30489
420.576.138-44;19641
420.578.361-26;64248
420.578.631-07;59094
420.581.396-15;97367
420.581.679-02;59960
420.586.197-49;83841
420.598.763-38;10469
420.617.359-16;8697
420.617.398-22;9079
420.619.578-11;99916
420.631.598-15;99552
420.653.189-70;79741
420.657.183-07;5962
420.657.891-58;83873
420.658.137-17;4415
420.658.931-33;48091
420.659.183-06;7706
420.671.538-62;19964
420.673.891-22;65726
420.675.391-16;12242
420.678.359-47;82002
420.678.539-29;17312
420.687.935-47;67230
420.691.873-22;42095
420.695.138-15;17231
420.697.318-04;1533
420.698.137-03;23084
420.713.856-08;29755
420.715.398-50;37177
420.716.385-90;39742
420.718.395-79;90357
420.718.965-30;54600
420.719.385-50;49269,73648
420.719.568-85;25767
420.731.865-80;19049
420.738.596-74;97096
420.738.916-40;5211
420.751.369-80;16324
420.756.839-56;75857
420.758.369-65;54850
420.758.639-38;68059
420.761.835-07;30374
420.768.195-76;84573
420.768.531-62;81356
420.781.935-50;75512
420.785.931-41;46240
420.786.591-85;79429
420.786.915-85;11065
420.793.156-25;5498
420.798.163-22;26881
420.819.653-05;91857
420.837.615-53;52716
420.837.619-87;55408
420.837.691-04;9821
420.853.769-83;66635
420.853.971-23;30133
420.859.763-10;58648
420.861.957-02;79319
420.863.759-56;5375
420.867.315-07;73103
420.871.395-04;91985
420.875.361-71;85824
420.879.536-00;27633
420.879.651-02;80132
420.891.356-89;87232
420.891.357-60;9390
420.913.675-16;12587
420.916.378-31;36923
420.917.365-70;4974
420.917.683-40;72083
420.918.375-04;30263
420.931.786-13;82477
420.937.615-99;75210
420.956.873-29;64346
420.958.367-74;81005
420.958.763-00;9305
